Aardvark
African Elephant
African Wild Dog
African Lion
Arabian Camel
Arctic Fox
Arctic Hare
Armadillo
Asian Elephant
Asian Lion
Aye-Aye
Baboon
Bactrian Camel
Beaver
Bear, Black
Beluga Whale
Bengal Tiger
Black Bear
Black-Footed Ferret
Black Rhinoceros
Blue Whale
Bobcat
Bottlenose Dolphin
Brown Bear
California Sea Lion
Caribou
Cheetah
Chimpanzee
Chipmunk
Clouded Leopard
Common Vampire Bat Common Wombat
Cottontail Rabbit
Cougar
Coyote
Dingo
Domestic Cat
Domestic Dog
Dugong
Eastern Gray Kangaroo
AfricanElephant
AsianElephant,
Elephant Seal
Elk
Fennec Fox
Fossa
Fur Seal
Gelada
Giant Anteater
Giant Panda
Giant River Otter
Gibbon
Giraffe
Golden Lion Tamarin
Gray Whale
Grizzly Bear
Groundhog
Harbor Porpoise
Hare
Arctic Hare
Harp Seal
Hawaiian Monk Seal
Hedgehog
Hippopotamus
Horse
Howler Monkey
Humpback Whale
Impala
Indian Rhinoceros
Jaguar
Killer Whale
Kinkajou
Koala
Leopard
Leopard Seal
AfricanLion
Little Red Flying Fox
Llama
Lynx
Manatee
Mandrill
Meerkat
Mongoose
Moose
Mountain Goat
Mountain Gorilla
Mountain Lion
Mouse Lemur
Musk-Ox
Mole Rat
Narwhal
North American River Otter
Nutria
Ocelot
Opossum
Orangutan
Ozark Big-Eared Bat
Platypus
Polar Bear
Porcupine
Prairie Dog
Proboscis Monkey
Pronghorn
Przewalski’s Horse
Raccoon
Red Fox
Red Kangaroo
Red Leaf Monkey
Red Panda
Red Uakari
Rhesus Monkey
Right Whale
Ringed Seal
Ring-Tailed Lemur
Rocky Mountain Bighorn Sheep
Sea Otter
Siberian Tiger
Sifaka
Skunk
Sloth Bear
Snow Leopard
Snowshoe Hare
Spectacled Bear
Sperm Whale
Spider Monkey
Spotted Hyena
Squirrel
Steller Sea Lion
Sumatran Rhinoceros
Sumatran Tiger
Sun Bear
Tapir
Tasmanian Devil
Thomsons Gazelle
Three-Toed Sloth
Two-Toed Sloth
Wallaby
Walrus
Warthog
Water Buffalo
Weddell Seal
Western Lowland Gorilla
White Rhinoceros
Whale, Blue
Whale, Humpback
WhiteEaredKob
WhiteTailedDeer
Wildebeest
Wolf
Wolverine
Zebra
